"catalogNumber","county","recordedBy_primary","recordedBy_secondary","recordedBy_tertiary"
"SUWS016515","Bayfield","Anderson, Lisa","",""
"SUWS016516","Bayfield","Anderson, Lisa","",""
"SUWS016517","Bayfield","Anderson, Lisa","",""
"SUWS016518","Douglas","Anderson, Lisa","",""
"SUWS016519","Douglas","Anderson, Lisa","",""
"SUWS016520","Bayfield","Anderson, Lisa","",""
"SUWS016521","Bayfield","Anderson, Lisa","",""
"SUWS016522","Douglas","Anderson, Lisa","",""
"SUWS016523","Bayfield","Anderson, Lisa","",""
"SUWS016524","Bayfield","Anderson, Lisa","",""
"SUWS016525","Bayfield","Anderson, Lisa","",""
"SUWS016526","Bayfield","Anderson, Lisa","",""
"SUWS016527","Bayfield","Anderson, Lisa","",""
"SUWS016528","Bayfield","Anderson, Lisa","",""
"SUWS016529","Bayfield","Anderson, Lisa","",""
"SUWS016530","Bayfield","Anderson, Lisa","",""
"SUWS016531","Bayfield","Anderson, Lisa","",""
"SUWS016532","Bayfield","Anderson, Lisa","",""
"SUWS016533","Bayfield","Anderson, Lisa","",""
"SUWS016534","Bayfield","Anderson, Lisa","",""
"SUWS016535","Bayfield","Anderson, Lisa","",""
"SUWS016536","Bayfield","Anderson, Lisa","",""
"SUWS016537","Bayfield","Anderson, Lisa","",""
"SUWS016538","Bayfield","Anderson, Lisa","",""
"SUWS016539","Bayfield","Anderson, Lisa","",""
"SUWS016540","Bayfield","Anderson, Lisa","",""
"SUWS016541","Bayfield","Anderson, Lisa","",""
"SUWS016542","Bayfield","Anderson, Lisa","",""
"SUWS016543","Bayfield","Anderson, Lisa","",""
"SUWS016544","Bayfield","Anderson, Lisa","",""
"SUWS016545","Bayfield","Anderson, Lisa","",""
"SUWS016546","Bayfield","Anderson, Lisa","",""
"SUWS016547","Douglas","Ribich, Joel","",""
"SUWS016548","Douglas","Ribich, Joel","",""
"SUWS016549","Douglas","Ribich, Joel","",""
"SUWS016550","Douglas","Ribich, Joel","",""
"SUWS016551","Douglas","Ribich, Joel","",""
"SUWS016552","Douglas","Ribich, Joel","",""
"SUWS016553","Douglas","Ribich, Joel","",""
"SUWS016554","Douglas","Ribich, Joel","",""
"SUWS016555","Douglas","Ribich, Joel","",""
"SUWS016556","Douglas","Ribich, Joel","",""
"SUWS016558","Bayfield","Hoagland, Beth A.","",""
"SUWS016559","Bayfield","Hoagland, Beth A.","",""
"SUWS016560","Bayfield","Hoagland, Beth A.","",""
"SUWS016561","Washington","Hoagland, Beth A.","",""
"SUWS016562","Bayfield","Hoagland, Beth A.","",""
"SUWS016563","Bayfield","Hoagland, Beth A.","",""
"SUWS016564","Bayfield","Hoagland, Beth A.","",""
"SUWS016565","Douglas","Hoagland, Beth A.","",""
"SUWS016566","Bayfield","Hoagland, Beth A.","",""
"SUWS016567","Douglas","Hoagland, Beth A.","",""
"SUWS016568","Bayfield","Hoagland, Beth A.","",""
"SUWS016569","Bayfield","Hoagland, Beth A.","",""
"SUWS016570","Bayfield","Hoagland, Beth A.","",""
"SUWS016576","Douglas","Brandt, Jessica","",""
"SUWS016581","Douglas","Pearson, Tyrus","",""
"SUWS016582","Douglas","Pearson, Tyrus","",""
"SUWS016583","Douglas","Rogers, Michele","",""
"SUWS016585","Bayfield","Hoagland, Beth A.","",""
"SUWS016587","Douglas","Hoagland, Beth A.","",""
"SUWS016588","Douglas","Hoagland, Beth A.","",""
"SUWS016590","Douglas","Pearson, Tyrus","",""
"SUWS016591","Douglas","Benson, Robert J.W.","",""
"SUWS016592","Douglas","Rogers, Michele","",""
"SUWS016593","Douglas","Rogers, Michele","",""
"SUWS016594","Douglas","Rogers, Michele","",""
"SUWS016595","Douglas","Rogers, Michele","",""
"SUWS016596","Douglas","Benson, Robert J.W.","",""
"SUWS016597","Douglas","Benson, Robert J.W.","",""
"SUWS016598","Douglas","Benson, Robert J.W.","",""
"SUWS016600","Douglas","Brandt, Jessica","",""
"SUWS016601","Douglas","Benson, Robert J.W.","",""
"SUWS016602","Douglas","Benson, Robert J.W.","",""
"SUWS016603","Douglas","Benson, Robert J.W.","",""
"SUWS016604","Douglas","Benson, Robert J.W.","",""
"SUWS016605","Douglas","Benson, Robert J.W.","",""
"SUWS016606","Douglas","Benson, Robert J.W.","",""
"SUWS016607","Douglas","Benson, Robert J.W.","",""
"SUWS016608","Douglas","Benson, Robert J.W.","",""
"SUWS016610","Douglas","Benson, Robert J.W.","",""
"SUWS016611","Douglas","Benson, Robert J.W.","",""
"SUWS016612","Douglas","Benson, Robert J.W.","",""
"SUWS016620","Douglas","Brandt, Jessica","",""
"SUWS016627","Douglas","Leverington, Chris","",""
"SUWS016628","Douglas","Leverington, Chris","",""
"SUWS016629","Douglas","Johnson, Jamie","",""
"SUWS016630","Douglas","Johnson, Jamie","",""
"SUWS016632","Douglas","Brandt, Jessica","",""
"SUWS016633","Douglas","Brandt, Jessica","",""
"SUWS016634","Rusk","Verdegan, Joseph","",""
"SUWS016635","Douglas","Main, Jonathan","",""
"SUWS016636","Douglas","Brandt, Jessica","",""
"SUWS016637","Douglas","Brandt, Jessica","",""
"SUWS016638","Douglas","Brandt, Jessica","",""
"SUWS016639","Douglas","Brandt, Jessica","",""
"SUWS016641","Douglas","Pearson, Tyrus","",""
"SUWS016642","Douglas","Pearson, Tyrus","",""
"SUWS016643","Douglas","Pearson, Tyrus","",""
"SUWS016644","Douglas","Pearson, Tyrus","",""
"SUWS016645","Douglas","Pearson, Tyrus","",""
"SUWS016646","Douglas","Pearson, Tyrus","",""
"SUWS016647","Douglas","Pearson, Tyrus","",""
"SUWS016648","Douglas","Pearson, Tyrus","",""
"SUWS016649","Douglas","Pearson, Tyrus","",""
"SUWS016650","Douglas","Pearson, Tyrus","",""
"SUWS016651","Douglas","Dahl, Nathan","",""
"SUWS016653","Douglas","Dahl, Nathan","",""
"SUWS016657","Douglas","Dahl, Nathan","",""
"SUWS016658","Douglas","Dahl, Nathan","",""
"SUWS016659","Douglas","Dahl, Nathan","",""
"SUWS016660","Douglas","Dahl, Nathan","",""
"SUWS016661","Douglas","Main, Jonathan","",""
"SUWS016662","Douglas","Pearson, Tyrus","",""
"SUWS016664","Douglas","Moullette, Elyse","",""
"SUWS016666","Douglas","Gunaratna, Lasitha","",""
"SUWS016667","Douglas","Stack, Anne","",""
"SUWS016672","Douglas","Ribich, Karissa Louise","",""
"SUWS016673","Douglas","Ribich, Karissa Louise","",""
"SUWS016674","Douglas","Ribich, Karissa Louise","",""
"SUWS016676","Douglas","Roth, Jessica","",""
"SUWS016677","Douglas","Roth, Jessica","",""
"SUWS016678","Douglas","Roth, Jessica","",""
"SUWS016680","Douglas","Roth, Jessica","",""
"SUWS016681","Douglas","Roth, Jessica","",""
"SUWS016682","Douglas","Roth, Jessica","",""
"SUWS016684","Douglas","Roth, Jessica","",""
"SUWS016685","Douglas","Rogers, Michele","",""
"SUWS016686","Douglas","Rogers, Michele","",""
"SUWS016687","Douglas","Rogers, Michele","",""
"SUWS016688","Douglas","Rogers, Michele","",""
"SUWS016689","Douglas","Rogers, Michele","",""
"SUWS016690","Douglas","Rogers, Michele","",""
"SUWS016691","Douglas","Rogers, Michele","",""
"SUWS016692","Douglas","Rogers, Michele","",""
"SUWS016693","Douglas","Rogers, Michele","",""
"SUWS016694","Douglas","Rogers, Michele","",""
"SUWS016695","Douglas","Pearson, Tyrus","",""
"SUWS016696","Douglas","Pearson, Tyrus","",""
"SUWS016697","Douglas","Pearson, Tyrus","",""
"SUWS016698","Douglas","Pearson, Tyrus","",""
"SUWS016700","Douglas","Dahl, Nathan","",""
"SUWS016702","Douglas","Pearson, Tyrus","",""
"SUWS016704","Douglas","Pearson, Tyrus","",""
"SUWS016705","Douglas","Pearson, Tyrus","",""
"SUWS016706","Douglas","Pearson, Tyrus","",""
"SUWS016707","Douglas","Pearson, Tyrus","",""
"SUWS016708","Douglas","Pearson, Tyrus","",""
"SUWS016709","Douglas","Pearson, Tyrus","",""
"SUWS016710","Douglas","Main, Jonathan","",""
"SUWS016711","Douglas","Main, Jonathan","",""
"SUWS016713","Douglas","Singhurst, Cary","",""
"SUWS016714","Oneida","Singhurst, Cary","",""
"SUWS016715","Douglas","Davidson, Donald W."," Heim, Mike"," Gitar, Richard D."
"SUWS016716","Douglas","Davidson, Donald W."," Heim, Mike"," Gitar, Richard D."
"SUWS016717","Douglas","Davidson, Donald W."," Heim, Mike"," Gitar, Richard D."
"SUWS016718","Ashland","Davidson, Donald W."," Heim, Mike"," Gitar, Richard D."
"SUWS016719","Bayfield","Davidson, Donald W."," Heim, Mike"," Gitar, Richard D."
"SUWS016720","Ashland","Davidson, Donald W."," Heim, Mike"," Gitar, Richard D."
"SUWS016721","Ashland","Davidson, Donald W."," Heim, Mike"," Gitar, Richard D."
"SUWS016722","Ashland","Davidson, Donald W."," Heim, Mike"," Gitar, Richard D."
"SUWS016723","Ashland","Davidson, Donald W."," Heim, Mike"," Gitar, Richard D."
"SUWS016724","Douglas","Anderson, Derek S.","",""
"SUWS016725","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016726","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016727","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016728","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016729","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016730","Polk","Anderson, Derek S.","",""
"SUWS016731","Vilas","Anderson, Derek S.","",""
"SUWS016732","Vilas","Anderson, Derek S.","",""
"SUWS016733","Vilas","Anderson, Derek S.","",""
"SUWS016734","Langlade","Anderson, Derek S.","",""
"SUWS016735","Langlade","Anderson, Derek S.","",""
"SUWS016736","Langlade","Anderson, Derek S.","",""
"SUWS016737","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016738","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016739","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016740","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016741","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016742","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016743","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016744","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016745","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016746","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016747","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016748","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016749","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016750","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016751","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016752","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016753","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016754","Oneida","Anderson, Derek S."," Wright, Lynn A.",""
"SUWS016755","Langlade","Anderson, Derek S.","",""
"SUWS016756","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016757","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016758","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016759","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016760","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016761","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016762","Douglas","Anderson, Derek S.","",""
"SUWS016763","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016764","Manitowoc","Anderson, Derek S."," Judziewicz, Emmet J.",""
"SUWS016765","Manitowoc","Anderson, Derek S.","",""
"SUWS016766","Langlade","Anderson, Derek S.","",""
"SUWS016767","Vilas","Anderson, Derek S.","",""
"SUWS016768","Langlade","Anderson, Derek S.","",""
"SUWS016769","Langlade","Anderson, Derek S.","",""
"SUWS016770","Langlade","Anderson, Derek S.","",""
"SUWS016771","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016772","Douglas","Wershofen, Justin","",""
"SUWS016773","Douglas","Wershofen, Justin","",""
"SUWS016774","Rusk","Verdegan, Joseph","",""
"SUWS016775","Douglas","Verdegan, Joseph","",""
"SUWS016776","Douglas","Wershofen, Justin","",""
"SUWS016777","Forest","Kopetzky, Jonathan","",""
"SUWS016778","Forest","Kopetzky, Jonathan","",""
"SUWS016779","Douglas","Kopetzky, Jonathan","",""
"SUWS016780","Douglas","Kopetzky, Jonathan","",""
"SUWS016781","Douglas","Schlapper, Matt","",""
"SUWS016782","Douglas","Schlapper, Matt","",""
"SUWS016783","Douglas","Jurkowski, Melissa","",""
"SUWS016784","Douglas","Jurkowski, Melissa","",""
"SUWS016785","Douglas","Roth, Jessica","",""
"SUWS016786","Douglas","Roth, Jessica","",""
"SUWS016787","Forest","Roth, Jessica","",""
"SUWS016788","Forest","Roth, Jessica","",""
"SUWS016789","Rusk","Verdegan, Joseph","",""
"SUWS016790","Rusk","Verdegan, Joseph","",""
"SUWS016791","Rusk","Verdegan, Joseph","",""
"SUWS016792","Rusk","Verdegan, Joseph","",""
"SUWS016823","Polk","Anderson, Derek S.","",""
"SUWS016824","Douglas","Moullette, Elyse","",""
"SUWS016826","Douglas","Schlapper, Matt","",""
"SUWS016827","Langlade","Anderson, Derek S.","",""
"SUWS016829","Douglas","Tanton, Corey","",""
"SUWS016830","Douglas","Tanton, Corey","",""
"SUWS016831","Douglas","Tanton, Corey","",""
"SUWS016832","Douglas","Tanton, Corey","",""
"SUWS016833","Douglas","Tanton, Corey","",""
"SUWS016834","Douglas","Tanton, Corey","",""
"SUWS016835","Douglas","Tanton, Corey","",""
"SUWS016836","Douglas","Tanton, Corey","",""
"SUWS016837","Douglas","Tanton, Corey","",""
"SUWS016838","Douglas","Tanton, Corey","",""
"SUWS016839","Douglas","Tanton, Corey","",""
"SUWS016840","Douglas","Tanton, Corey","",""
"SUWS016841","Douglas","Tanton, Corey","",""
"SUWS016842","Douglas","Tanton, Corey","",""
"SUWS016843","Douglas","Tanton, Corey","",""
"SUWS016844","Douglas","Tanton, Corey","",""
"SUWS016845","Douglas","Tanton, Corey","",""
"SUWS016846","Douglas","Tanton, Corey","",""
"SUWS016847","Douglas","Tanton, Corey","",""
"SUWS016848","Douglas","Tanton, Corey","",""
"SUWS016849","Douglas","Tanton, Corey","",""
"SUWS016850","Douglas","Tanton, Corey","",""
"SUWS016851","Douglas","Tanton, Corey","",""
"SUWS016852","Douglas","Tanton, Corey","",""
"SUWS016853","Douglas","Tanton, Corey","",""
"SUWS016854","Douglas","Tanton, Corey","",""
"SUWS016855","Douglas","Tanton, Corey","",""
"SUWS016856","Douglas","Tanton, Corey","",""
"SUWS016857","Douglas","Tanton, Corey","",""
"SUWS016858","Douglas","Tanton, Corey","",""
"SUWS016859","Douglas","Tanton, Corey","",""
"SUWS016860","Douglas","Tanton, Corey","",""
"SUWS016861","Douglas","Tanton, Corey","",""
"SUWS016862","Douglas","Tanton, Corey","",""
"SUWS016863","Douglas","Tanton, Corey","",""
"SUWS016864","Douglas","Tanton, Corey","",""
"SUWS016865","Douglas","Tanton, Corey","",""
"SUWS016866","Douglas","Tanton, Corey","",""
"SUWS016867","Douglas","Tanton, Corey","",""
"SUWS016868","Douglas","Tanton, Corey","",""
"SUWS016869","Douglas","Neely, Chuck","",""
"SUWS016870","Douglas","Neely, Chuck","",""
"SUWS016871","Douglas","Neely, Chuck","",""
"SUWS016872","Douglas","Tanton, Corey","",""
"SUWS016873","Douglas","Tanton, Corey","",""
"SUWS016874","Barron","Larson, Bradley B.","",""
"SUWS016875","Douglas","Tanton, Corey","",""
"SUWS016876","Douglas","Larson, Bradley B.","",""
"SUWS016877","Douglas","Larson, Bradley B.","",""
"SUWS016878","Douglas","Larson, Bradley B.","",""
"SUWS016879","Douglas","Larson, Bradley B.","",""
"SUWS016880","Douglas","Larson, Bradley B.","",""
"SUWS016881","Douglas","Larson, Bradley B.","",""
"SUWS016882","Douglas","Larson, Bradley B.","",""
"SUWS016883","Barron","Larson, Bradley B.","",""
"SUWS016884","Barron","Larson, Bradley B.","",""
"SUWS016885","Barron","Larson, Bradley B.","",""
"SUWS016886","Barron","Larson, Bradley B.","",""
"SUWS016887","Barron","Larson, Bradley B.","",""
"SUWS016888","Barron","Larson, Bradley B.","",""
"SUWS016889","Barron","Larson, Bradley B.","",""
"SUWS016890","Barron","Larson, Bradley B.","",""
"SUWS016891","Barron","Larson, Bradley B.","",""
"SUWS016892","Barron","Larson, Bradley B.","",""
"SUWS016894","Polk","Anderson, Derek S.","",""
"SUWS016895","Polk","Anderson, Derek S.","",""
"SUWS016896","Polk","Anderson, Derek S.","",""
"SUWS016897","Polk","Anderson, Derek S.","",""
"SUWS016898","Polk","Anderson, Derek S.","",""
"SUWS016899","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016900","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016901","Douglas","Anderson, Derek S.","",""
"SUWS016902","Douglas","Anderson, Derek S.","",""
"SUWS016903","Douglas","Anderson, Derek S.","",""
"SUWS016904","Douglas","Anderson, Derek S.","",""
"SUWS016905","Douglas","Anderson, Derek S.","",""
"SUWS016906","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016907","Polk","Anderson, Derek S.","",""
"SUWS016908","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016909","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016910","Polk","Anderson, Derek S.","",""
"SUWS016921","Barron","Larson, Bradley B.","",""
"SUWS016935","Douglas","Langenbrunner, Craig S.","",""
"SUWS016936","Douglas","Langenbrunner, Craig S.","",""
"SUWS016938","Douglas","Langenbrunner, Craig S.","",""
"SUWS016939","Douglas","Langenbrunner, Craig S.","",""
"SUWS016963","Douglas","Langenbrunner, Craig S.","",""
"SUWS016964","Douglas","Langenbrunner, Craig S.","",""
"SUWS016965","Douglas","Langenbrunner, Craig S.","",""
"SUWS016968","Douglas","Langenbrunner, Craig S.","",""
"SUWS016977","Douglas","Langenbrunner, Craig S.","",""
"SUWS016983","Douglas","Langenbrunner, Craig S.","",""
"SUWS016984","Douglas","Langenbrunner, Craig S.","",""
"SUWS016985","Douglas","Langenbrunner, Craig S.","",""
"SUWS016989","Douglas","Langenbrunner, Craig S.","",""
"SUWS017000","Douglas","Watten, Joshua","",""
"SUWS017012","Douglas","Watten, Joshua","",""
"SUWS017013","Douglas","Watten, Joshua","",""
"SUWS017015","Douglas","Watten, Joshua","",""
"SUWS017016","Douglas","Watten, Joshua","",""
"SUWS017017","Douglas","Watten, Joshua","",""
"SUWS017018","Douglas","Watten, Joshua","",""
"SUWS017020","Douglas","McGovern, Scott","",""
"SUWS017021","Douglas","Thomson, John W., Jr.","",""
"SUWS017023","Douglas","Castle, R.","",""
"SUWS017024","Outagamie","Mollerskov, Al","",""
"SUWS017025","Douglas","Castle, R.","",""
"SUWS017026","Ashland","Koch, Rudy G.","",""
"SUWS017044","Barron","Larson, Bradley B.","",""
"SUWS017045","Barron","Larson, Bradley B.","",""
"SUWS017046","Douglas","Larson, Bradley B.","",""
"SUWS017047","Barron","Larson, Bradley B.","",""
"SUWS017048","Barron","Larson, Bradley B.","",""
"SUWS017049","Barron","Larson, Bradley B.","",""
"SUWS017051","Douglas","Langenbrunner, Craig S.","",""
"SUWS017052","Douglas","Langenbrunner, Craig S.","",""
"SUWS017053","Douglas","Langenbrunner, Craig S.","",""
"SUWS017058","Douglas","Langenbrunner, Craig S.","",""
"SUWS017061","Douglas","Langenbrunner, Craig S.","",""
"SUWS017062","Douglas","Langenbrunner, Craig S.","",""
"SUWS017063","Douglas","Langenbrunner, Craig S.","",""
"SUWS017064","Douglas","Langenbrunner, Craig S.","",""
"SUWS017065","Douglas","Langenbrunner, Craig S.","",""
"SUWS017072","Douglas","Langenbrunner, Craig S.","",""
"SUWS017073","Douglas","Langenbrunner, Craig S.","",""
"SUWS017078","Douglas","Langenbrunner, Craig S.","",""
"SUWS017079","Douglas","Langenbrunner, Craig S.","",""
"SUWS017082","Douglas","Anderson, Derek S.","",""
"SUWS017083","Douglas","Anderson, Derek S.","",""
"SUWS017085","Douglas","Anderson, Derek S."," Branstad, David A.",""
"SUWS017086","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS017087","Douglas","Anderson, Derek S."," Wright, Lynn A.",""
"SUWS017088","Douglas","Anderson, Derek S.","",""
"SUWS017089","Douglas","Anderson, Derek S."," Wright, Lynn A.",""
"SUWS017090","Price","Anderson, Derek S.","",""
"SUWS017091","Douglas","Anderson, Derek S."," Branstad, David A.",""
"SUWS017092","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS017093","Douglas","Anderson, Derek S.","",""
"SUWS017094","Douglas","Anderson, Derek S.","",""
"SUWS017095","Price","Anderson, Derek S.","",""
"SUWS017096","Douglas","Anderson, Derek S."," Branstad, David A.",""
"SUWS017097","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS017098","Douglas","Anderson, Derek S."," Wright, Lynn A.",""
"SUWS017099","Price","Anderson, Derek S.","",""
"SUWS017100","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS017101","Douglas","Anderson, Derek S.","",""
"SUWS017102","Price","Anderson, Derek S.","",""
"SUWS017103","Douglas","Anderson, Derek S."," Branstad, David A.",""
"SUWS017104","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS017105","Douglas","Anderson, Derek S.","",""
"SUWS017106","Ashland","Anderson, Derek S.","",""
"SUWS017107","Price","Anderson, Derek S.","",""
"SUWS017110","Douglas","Anderson, Derek S.","",""
"SUWS017112","Douglas","Anderson, Derek S.","",""
"SUWS017113","Douglas","Anderson, Derek S.","",""
"SUWS017116","Burnett","Anderson, Derek S.","",""
"SUWS017117","Burnett","Anderson, Derek S.","",""
